gene,Gene_id,tss,gene_end,Strand,chr,start,end,start_factor,end_factor,promoter_factor,promoter
GRIN2A,ENSG00000183454,9753404,10182754,-1,chr16,9862613,9863185,5,-5,200,9753604
GRIN2A,ENSG00000183454,9753404,10182754,-1,chr16,9892039,9892421,5,-5,200,9753604
GRIN2A,ENSG00000183454,9753404,10182754,-1,chr16,9916026,9916381,5,-5,200,9753604
GRIN2A,ENSG00000183454,9753404,10182754,-1,chr16,9923185,9923609,5,-5,200,9753604
GRIN2A,ENSG00000183454,9753404,10182754,-1,chr16,9927867,9928187,5,-5,200,9753604
GRIN2A,ENSG00000183454,9753404,10182754,-1,chr16,9934409,9935061,5,-5,200,9753604
GRIN2A,ENSG00000183454,9753404,10182754,-1,chr16,9943518,9943918,5,-5,200,9753604
GRIN2A,ENSG00000183454,9753404,10182754,-1,chr16,9984748,9985057,5,-5,200,9753604
GRIN2A,ENSG00000183454,9753404,10182754,-1,chr16,10031721,10032508,5,-5,200,9753604
GRIN2A,ENSG00000183454,9753404,10182754,-1,chr16,10064505,10064752,5,-5,200,9753604
GRIN2A,ENSG00000183454,9753404,10182754,-1,chr16,10125087,10125537,5,-5,200,9753604
GRIN2A,ENSG00000183454,9753404,10182754,-1,chr16,10273253,10274389,5,-5,200,9753604
GRIN2A,ENSG00000183454,9753404,10182754,-1,chr16,10275639,10276363,5,-5,200,9753604
GRIN2A,ENSG00000183454,9753404,10182754,-1,chr16,10276416,10276711,5,-5,200,9753604
GRIN2A,ENSG00000183454,9753404,10182754,-1,chr16,9852281,9858905,5,-5,200,9753604
GRIN2A,ENSG00000183454,9753404,10182754,-1,chr16,9862613,9863185,5,-5,200,9753604
GRIN2A,ENSG00000183454,9753404,10182754,-1,chr16,9892039,9892421,5,-5,200,9753604
GRIN2A,ENSG00000183454,9753404,10182754,-1,chr16,9916026,9916381,5,-5,200,9753604
GRIN2A,ENSG00000183454,9753404,10182754,-1,chr16,9923185,9923609,5,-5,200,9753604
GRIN2A,ENSG00000183454,9753404,10182754,-1,chr16,9927867,9928187,5,-5,200,9753604
GRIN2A,ENSG00000183454,9753404,10182754,-1,chr16,9934409,9935061,5,-5,200,9753604
GRIN2A,ENSG00000183454,9753404,10182754,-1,chr16,9943518,9943918,5,-5,200,9753604
GRIN2A,ENSG00000183454,9753404,10182754,-1,chr16,9984748,9985057,5,-5,200,9753604
GRIN2A,ENSG00000183454,9753404,10182754,-1,chr16,10031721,10032508,5,-5,200,9753604
GRIN2A,ENSG00000183454,9753404,10182754,-1,chr16,10064505,10064752,5,-5,200,9753604
GRIN2A,ENSG00000183454,9753404,10182754,-1,chr16,10125087,10125537,5,-5,200,9753604
GRIN2A,ENSG00000183454,9753404,10182754,-1,chr16,10273253,10274389,5,-5,200,9753604
GRIN2A,ENSG00000183454,9753404,10182754,-1,chr16,10275639,10276363,5,-5,200,9753604
GRIN2A,ENSG00000183454,9753404,10182754,-1,chr16,10276416,10276711,5,-5,200,9753604
IL6,ENSG00000136244,22725884,22732002,1,chr7,22765398,22765977,-5,5,-200,22725684
IL6,ENSG00000136244,22725884,22732002,1,chr7,22766661,22767353,-5,5,-200,22725684
IL6,ENSG00000136244,22725884,22732002,1,chr7,22768014,22768525,-5,5,-200,22725684
IL6,ENSG00000136244,22725884,22732002,1,chr7,22769028,22770176,-5,5,-200,22725684
IL6,ENSG00000136244,22725884,22732002,1,chr7,22770920,22771721,-5,5,-200,22725684
IL6,ENSG00000136244,22725884,22732002,1,chr7,22765398,22765977,-5,5,-200,22725684
IL6,ENSG00000136244,22725884,22732002,1,chr7,22766661,22767353,-5,5,-200,22725684
IL6,ENSG00000136244,22725884,22732002,1,chr7,22768014,22768525,-5,5,-200,22725684
IL6,ENSG00000136244,22725884,22732002,1,chr7,22769028,22770176,-5,5,-200,22725684
IL6,ENSG00000136244,22725884,22732002,1,chr7,22770920,22771721,-5,5,-200,22725684
IRF4,ENSG00000137265,391752,411443,1,chr6,391634,391909,-5,5,-200,391552
IRF4,ENSG00000137265,391752,411443,1,chr6,392993,393468,-5,5,-200,391552
IRF4,ENSG00000137265,391752,411443,1,chr6,394716,395107,-5,5,-200,391552
IRF4,ENSG00000137265,391752,411443,1,chr6,395742,396174,-5,5,-200,391552
IRF4,ENSG00000137265,391752,411443,1,chr6,397003,397646,-5,5,-200,391552
IRF4,ENSG00000137265,391752,411443,1,chr6,398723,399035,-5,5,-200,391552
IRF4,ENSG00000137265,391752,411443,1,chr6,401319,401877,-5,5,-200,391552
IRF4,ENSG00000137265,391752,411443,1,chr6,404913,405230,-5,5,-200,391552
IRF4,ENSG00000137265,391752,411443,1,chr6,406661,406999,-5,5,-200,391552
IRF4,ENSG00000137265,391752,411443,1,chr6,407350,411547,-5,5,-200,391552
IRF4,ENSG00000137265,391752,411443,1,chr6,391634,392005,-5,5,-200,391552
IRF4,ENSG00000137265,391752,411443,1,chr6,392993,393468,-5,5,-200,391552
IRF4,ENSG00000137265,391752,411443,1,chr6,394716,395107,-5,5,-200,391552
IRF4,ENSG00000137265,391752,411443,1,chr6,395742,396174,-5,5,-200,391552
IRF4,ENSG00000137265,391752,411443,1,chr6,397003,397646,-5,5,-200,391552
IRF4,ENSG00000137265,391752,411443,1,chr6,398723,399035,-5,5,-200,391552
IRF4,ENSG00000137265,391752,411443,1,chr6,401319,401877,-5,5,-200,391552
IRF4,ENSG00000137265,391752,411443,1,chr6,404913,405230,-5,5,-200,391552
IRF4,ENSG00000137265,391752,411443,1,chr6,406661,406999,-5,5,-200,391552
IRF4,ENSG00000137265,391752,411443,1,chr6,407350,411547,-5,5,-200,391552
IRF4,ENSG00000137265,391752,411443,1,chr6,391634,391909,-5,5,-200,391552
IRF4,ENSG00000137265,391752,411443,1,chr6,392993,393468,-5,5,-200,391552
IRF4,ENSG00000137265,391752,411443,1,chr6,394716,395107,-5,5,-200,391552
IRF4,ENSG00000137265,391752,411443,1,chr6,395742,396174,-5,5,-200,391552
IRF4,ENSG00000137265,391752,411443,1,chr6,397003,397646,-5,5,-200,391552
IRF4,ENSG00000137265,391752,411443,1,chr6,398723,399035,-5,5,-200,391552
IRF4,ENSG00000137265,391752,411443,1,chr6,401319,401877,-5,5,-200,391552
IRF4,ENSG00000137265,391752,411443,1,chr6,404913,405230,-5,5,-200,391552
IRF4,ENSG00000137265,391752,411443,1,chr6,406661,406999,-5,5,-200,391552
IRF4,ENSG00000137265,391752,411443,1,chr6,407350,411547,-5,5,-200,391552
IRX3,ENSG00000177508,54283304,54286787,-1,chr16,54317121,54317752,5,-5,200,54283504
IRX3,ENSG00000177508,54283304,54286787,-1,chr16,54318063,54320775,5,-5,200,54283504
IRX3,ENSG00000177508,54283304,54286787,-1,chr16,54317121,54317752,5,-5,200,54283504
IRX3,ENSG00000177508,54283304,54286787,-1,chr16,54318063,54320775,5,-5,200,54283504
KIT,ENSG00000157404,54657918,54740715,1,chr4,55523980,55524348,-5,5,-200,54657718
KIT,ENSG00000157404,54657918,54740715,1,chr4,55561573,55562172,-5,5,-200,54657718
KIT,ENSG00000157404,54657918,54740715,1,chr4,55564345,55564831,-5,5,-200,54657718
KIT,ENSG00000157404,54657918,54740715,1,chr4,55565691,55566032,-5,5,-200,54657718
KIT,ENSG00000157404,54657918,54740715,1,chr4,55569785,55570158,-5,5,-200,54657718
KIT,ENSG00000157404,54657918,54740715,1,chr4,55573159,55573553,-5,5,-200,54657718
KIT,ENSG00000157404,54657918,54740715,1,chr4,55575485,55575805,-5,5,-200,54657718
KIT,ENSG00000157404,54657918,54740715,1,chr4,55589645,55589964,-5,5,-200,54657718
KIT,ENSG00000157404,54657918,54740715,1,chr4,55591918,55592316,-5,5,-200,54657718
KIT,ENSG00000157404,54657918,54740715,1,chr4,55593279,55593808,-5,5,-200,54657718
KIT,ENSG00000157404,54657918,54740715,1,chr4,55593884,55594387,-5,5,-200,54657718
KIT,ENSG00000157404,54657918,54740715,1,chr4,55595353,55595751,-5,5,-200,54657718
KIT,ENSG00000157404,54657918,54740715,1,chr4,55597389,55597685,-5,5,-200,54657718
KIT,ENSG00000157404,54657918,54740715,1,chr4,55597932,55598264,-5,5,-200,54657718
KIT,ENSG00000157404,54657918,54740715,1,chr4,55599131,55599667,-5,5,-200,54657718
KIT,ENSG00000157404,54657918,54740715,1,chr4,55602559,55603086,-5,5,-200,54657718
KIT,ENSG00000157404,54657918,54740715,1,chr4,55603236,55603546,-5,5,-200,54657718
KIT,ENSG00000157404,54657918,54740715,1,chr4,55604490,55606981,-5,5,-200,54657718
KIT,ENSG00000157404,54657918,54740715,1,chr4,55523980,55524348,-5,5,-200,54657718
KIT,ENSG00000157404,54657918,54740715,1,chr4,55561573,55562172,-5,5,-200,54657718
KIT,ENSG00000157404,54657918,54740715,1,chr4,55564345,55564831,-5,5,-200,54657718
KIT,ENSG00000157404,54657918,54740715,1,chr4,55565691,55566032,-5,5,-200,54657718
KIT,ENSG00000157404,54657918,54740715,1,chr4,55569785,55570158,-5,5,-200,54657718
KIT,ENSG00000157404,54657918,54740715,1,chr4,55573159,55573553,-5,5,-200,54657718
KIT,ENSG00000157404,54657918,54740715,1,chr4,55575485,55575805,-5,5,-200,54657718
KIT,ENSG00000157404,54657918,54740715,1,chr4,55589645,55589964,-5,5,-200,54657718
KIT,ENSG00000157404,54657918,54740715,1,chr4,55591918,55592316,-5,5,-200,54657718
KIT,ENSG00000157404,54657918,54740715,1,chr4,55593279,55593808,-5,5,-200,54657718
KIT,ENSG00000157404,54657918,54740715,1,chr4,55593884,55594387,-5,5,-200,54657718
KIT,ENSG00000157404,54657918,54740715,1,chr4,55595353,55595751,-5,5,-200,54657718
KIT,ENSG00000157404,54657918,54740715,1,chr4,55597389,55597685,-5,5,-200,54657718
KIT,ENSG00000157404,54657918,54740715,1,chr4,55597932,55598264,-5,5,-200,54657718
KIT,ENSG00000157404,54657918,54740715,1,chr4,55599131,55599667,-5,5,-200,54657718
KIT,ENSG00000157404,54657918,54740715,1,chr4,55602559,55603086,-5,5,-200,54657718
KIT,ENSG00000157404,54657918,54740715,1,chr4,55603236,55603546,-5,5,-200,54657718
KIT,ENSG00000157404,54657918,54740715,1,chr4,55604490,55606981,-5,5,-200,54657718
MAFF,ENSG00000185022,38200767,38216507,1,chr22,38597784,38598345,-5,5,-200,38200567
MAFF,ENSG00000185022,38200767,38216507,1,chr22,38598698,38599191,-5,5,-200,38200567
MAFF,ENSG00000185022,38200767,38216507,1,chr22,38609437,38609996,-5,5,-200,38200567
MAFF,ENSG00000185022,38200767,38216507,1,chr22,38610322,38612618,-5,5,-200,38200567
MAFF,ENSG00000185022,38200767,38216507,1,chr22,38597784,38598345,-5,5,-200,38200567
MAFF,ENSG00000185022,38200767,38216507,1,chr22,38598698,38599191,-5,5,-200,38200567
MAFF,ENSG00000185022,38200767,38216507,1,chr22,38609437,38609996,-5,5,-200,38200567
MAFF,ENSG00000185022,38200767,38216507,1,chr22,38610322,38612618,-5,5,-200,38200567
MITF,ENSG00000187098,69739435,69968337,1,chr3,69788481,69788952,-5,5,-200,69739235
MITF,ENSG00000187098,69739435,69968337,1,chr3,69801086,69801636,-5,5,-200,69739235
MITF,ENSG00000187098,69739435,69968337,1,chr3,69807750,69808007,-5,5,-200,69739235
MITF,ENSG00000187098,69739435,69968337,1,chr3,69811770,69812040,-5,5,-200,69739235
MITF,ENSG00000187098,69739435,69968337,1,chr3,69812602,69813193,-5,5,-200,69739235
MITF,ENSG00000187098,69739435,69968337,1,chr3,69827864,69828293,-5,5,-200,69739235
MITF,ENSG00000187098,69739435,69968337,1,chr3,69887640,69887883,-5,5,-200,69739235
MITF,ENSG00000187098,69739435,69968337,1,chr3,69915258,69915597,-5,5,-200,69739235
MITF,ENSG00000187098,69739435,69968337,1,chr3,69928151,69928634,-5,5,-200,69739235
MITF,ENSG00000187098,69739435,69968337,1,chr3,69985633,69986423,-5,5,-200,69739235
MITF,ENSG00000187098,69739435,69968337,1,chr3,69986868,69987300,-5,5,-200,69739235
MITF,ENSG00000187098,69739435,69968337,1,chr3,69987398,69988432,-5,5,-200,69739235
MITF,ENSG00000187098,69739435,69968337,1,chr3,69990282,69990582,-5,5,-200,69739235
MITF,ENSG00000187098,69739435,69968337,1,chr3,69998097,69998419,-5,5,-200,69739235
MITF,ENSG00000187098,69739435,69968337,1,chr3,70000858,70001137,-5,5,-200,69739235
MITF,ENSG00000187098,69739435,69968337,1,chr3,70005501,70005781,-5,5,-200,69739235
MITF,ENSG00000187098,69739435,69968337,1,chr3,70008319,70008671,-5,5,-200,69739235
MITF,ENSG00000187098,69739435,69968337,1,chr3,70013893,70017588,-5,5,-200,69739235
MITF,ENSG00000187098,69739435,69968337,1,chr3,69788481,69788952,-5,5,-200,69739235
MITF,ENSG00000187098,69739435,69968337,1,chr3,69801086,69801636,-5,5,-200,69739235
MITF,ENSG00000187098,69739435,69968337,1,chr3,69807750,69808007,-5,5,-200,69739235
MITF,ENSG00000187098,69739435,69968337,1,chr3,69811770,69812040,-5,5,-200,69739235
MITF,ENSG00000187098,69739435,69968337,1,chr3,69812602,69813193,-5,5,-200,69739235
MITF,ENSG00000187098,69739435,69968337,1,chr3,69827864,69828293,-5,5,-200,69739235
MITF,ENSG00000187098,69739435,69968337,1,chr3,69887640,69887883,-5,5,-200,69739235
MITF,ENSG00000187098,69739435,69968337,1,chr3,69915258,69915597,-5,5,-200,69739235
MITF,ENSG00000187098,69739435,69968337,1,chr3,69928151,69928634,-5,5,-200,69739235
MITF,ENSG00000187098,69739435,69968337,1,chr3,69985633,69986423,-5,5,-200,69739235
MITF,ENSG00000187098,69739435,69968337,1,chr3,69986868,69987300,-5,5,-200,69739235
MITF,ENSG00000187098,69739435,69968337,1,chr3,69987398,69988432,-5,5,-200,69739235
MITF,ENSG00000187098,69739435,69968337,1,chr3,69990282,69990582,-5,5,-200,69739235
MITF,ENSG00000187098,69739435,69968337,1,chr3,69998097,69998419,-5,5,-200,69739235
MITF,ENSG00000187098,69739435,69968337,1,chr3,70000858,70001137,-5,5,-200,69739235
MITF,ENSG00000187098,69739435,69968337,1,chr3,70005501,70005781,-5,5,-200,69739235
MITF,ENSG00000187098,69739435,69968337,1,chr3,70008319,70008671,-5,5,-200,69739235
MITF,ENSG00000187098,69739435,69968337,1,chr3,70013893,70017588,-5,5,-200,69739235
MTAP,ENSG00000099810,21802636,21937651,1,chr9,21802437,21803480,-5,5,-200,21802436
MTAP,ENSG00000099810,21802636,21937651,1,chr9,21808701,21809099,-5,5,-200,21802436
MTAP,ENSG00000099810,21802636,21937651,1,chr9,21813660,21813985,-5,5,-200,21802436
MTAP,ENSG00000099810,21802636,21937651,1,chr9,21815327,21815706,-5,5,-200,21802436
MTAP,ENSG00000099810,21802636,21937651,1,chr9,21816608,21816871,-5,5,-200,21802436
MTAP,ENSG00000099810,21802636,21937651,1,chr9,21817929,21818301,-5,5,-200,21802436
MTAP,ENSG00000099810,21802636,21937651,1,chr9,21837802,21838109,-5,5,-200,21802436
MTAP,ENSG00000099810,21802636,21937651,1,chr9,21854525,21854969,-5,5,-200,21802436
MTAP,ENSG00000099810,21802636,21937651,1,chr9,21856012,21856322,-5,5,-200,21802436
MTAP,ENSG00000099810,21802636,21937651,1,chr9,21859114,21859524,-5,5,-200,21802436
MTAP,ENSG00000099810,21802636,21937651,1,chr9,21861661,21867177,-5,5,-200,21802436
MTAP,ENSG00000099810,21802636,21937651,1,chr9,21930284,21932838,-5,5,-200,21802436
MTAP,ENSG00000099810,21802636,21937651,1,chr9,21802530,21803049,-5,5,-200,21802436
MTAP,ENSG00000099810,21802636,21937651,1,chr9,21815327,21815643,-5,5,-200,21802436
MTAP,ENSG00000099810,21802636,21937651,1,chr9,21816608,21816871,-5,5,-200,21802436
MTAP,ENSG00000099810,21802636,21937651,1,chr9,21817929,21818301,-5,5,-200,21802436
MTAP,ENSG00000099810,21802636,21937651,1,chr9,21837802,21838109,-5,5,-200,21802436
MTAP,ENSG00000099810,21802636,21937651,1,chr9,21854525,21854969,-5,5,-200,21802436
MTAP,ENSG00000099810,21802636,21937651,1,chr9,21859197,21859524,-5,5,-200,21802436
MTAP,ENSG00000099810,21802636,21937651,1,chr9,21861661,21867177,-5,5,-200,21802436
MTAP,ENSG00000099810,21802636,21937651,1,chr9,21930902,21931298,-5,5,-200,21802436
MTAP,ENSG00000099810,21802636,21937651,1,chr9,21994689,21995260,-5,5,-200,21802436
MTAP,ENSG00000099810,21802636,21937651,1,chr9,22029327,22029693,-5,5,-200,21802436
MTAP,ENSG00000099810,21802636,21937651,1,chr9,22032568,22033085,-5,5,-200,21802436
MTAP,ENSG00000099810,21802636,21937651,1,chr9,21802437,21803480,-5,5,-200,21802436
MTAP,ENSG00000099810,21802636,21937651,1,chr9,21808701,21809099,-5,5,-200,21802436
MTAP,ENSG00000099810,21802636,21937651,1,chr9,21813660,21813985,-5,5,-200,21802436
MTAP,ENSG00000099810,21802636,21937651,1,chr9,21815327,21815706,-5,5,-200,21802436
MTAP,ENSG00000099810,21802636,21937651,1,chr9,21816608,21816871,-5,5,-200,21802436
MTAP,ENSG00000099810,21802636,21937651,1,chr9,21817929,21818301,-5,5,-200,21802436
MTAP,ENSG00000099810,21802636,21937651,1,chr9,21837802,21838109,-5,5,-200,21802436
MTAP,ENSG00000099810,21802636,21937651,1,chr9,21854525,21854969,-5,5,-200,21802436
MTAP,ENSG00000099810,21802636,21937651,1,chr9,21856012,21856322,-5,5,-200,21802436
MTAP,ENSG00000099810,21802636,21937651,1,chr9,21859114,21859524,-5,5,-200,21802436
MTAP,ENSG00000099810,21802636,21937651,1,chr9,21861661,21867177,-5,5,-200,21802436
MTAP,ENSG00000099810,21802636,21937651,1,chr9,21930284,21932838,-5,5,-200,21802436
MX2,ENSG00000183486,41361999,41409393,1,chr21,42733765,42734082,-5,5,-200,41361799
MX2,ENSG00000183486,41361999,41409393,1,chr21,42735091,42739333,-5,5,-200,41361799
MX2,ENSG00000183486,41361999,41409393,1,chr21,42741907,42742672,-5,5,-200,41361799
MX2,ENSG00000183486,41361999,41409393,1,chr21,42744756,42745026,-5,5,-200,41361799
MX2,ENSG00000183486,41361999,41409393,1,chr21,42745720,42746154,-5,5,-200,41361799
MX2,ENSG00000183486,41361999,41409393,1,chr21,42748658,42749182,-5,5,-200,41361799
MX2,ENSG00000183486,41361999,41409393,1,chr21,42749611,42750008,-5,5,-200,41361799
MX2,ENSG00000183486,41361999,41409393,1,chr21,42751839,42752178,-5,5,-200,41361799
MX2,ENSG00000183486,41361999,41409393,1,chr21,42754232,42754591,-5,5,-200,41361799
MX2,ENSG00000183486,41361999,41409393,1,chr21,42761365,42762730,-5,5,-200,41361799
MX2,ENSG00000183486,41361999,41409393,1,chr21,42767409,42767812,-5,5,-200,41361799
MX2,ENSG00000183486,41361999,41409393,1,chr21,42769435,42769718,-5,5,-200,41361799
MX2,ENSG00000183486,41361999,41409393,1,chr21,42770719,42771793,-5,5,-200,41361799
MX2,ENSG00000183486,41361999,41409393,1,chr21,42772687,42774227,-5,5,-200,41361799
MX2,ENSG00000183486,41361999,41409393,1,chr21,42774456,42776900,-5,5,-200,41361799
MX2,ENSG00000183486,41361999,41409393,1,chr21,42778566,42779025,-5,5,-200,41361799
MX2,ENSG00000183486,41361999,41409393,1,chr21,42779813,42781417,-5,5,-200,41361799
MX2,ENSG00000183486,41361999,41409393,1,chr21,42733765,42734082,-5,5,-200,41361799
MX2,ENSG00000183486,41361999,41409393,1,chr21,42735091,42739333,-5,5,-200,41361799
MX2,ENSG00000183486,41361999,41409393,1,chr21,42741907,42742672,-5,5,-200,41361799
MX2,ENSG00000183486,41361999,41409393,1,chr21,42744756,42745026,-5,5,-200,41361799
MX2,ENSG00000183486,41361999,41409393,1,chr21,42745720,42746154,-5,5,-200,41361799
MX2,ENSG00000183486,41361999,41409393,1,chr21,42748658,42749182,-5,5,-200,41361799
MX2,ENSG00000183486,41361999,41409393,1,chr21,42749611,42750008,-5,5,-200,41361799
MX2,ENSG00000183486,41361999,41409393,1,chr21,42751839,42752178,-5,5,-200,41361799
MX2,ENSG00000183486,41361999,41409393,1,chr21,42754232,42754591,-5,5,-200,41361799
MX2,ENSG00000183486,41361999,41409393,1,chr21,42761365,42762730,-5,5,-200,41361799
MX2,ENSG00000183486,41361999,41409393,1,chr21,42767409,42767812,-5,5,-200,41361799
MX2,ENSG00000183486,41361999,41409393,1,chr21,42769435,42769718,-5,5,-200,41361799
MX2,ENSG00000183486,41361999,41409393,1,chr21,42770719,42771793,-5,5,-200,41361799
MX2,ENSG00000183486,41361999,41409393,1,chr21,42772687,42774227,-5,5,-200,41361799
MX2,ENSG00000183486,41361999,41409393,1,chr21,42774456,42776900,-5,5,-200,41361799
MX2,ENSG00000183486,41361999,41409393,1,chr21,42778566,42779025,-5,5,-200,41361799
MX2,ENSG00000183486,41361999,41409393,1,chr21,42779813,42781417,-5,5,-200,41361799
MX2,ENSG00000183486,41361999,41409393,1,chr21,45746030,45746247,-5,5,-200,41361799
MX2,ENSG00000183486,41361999,41409393,1,chr21,45746493,45746774,-5,5,-200,41361799
MX2,ENSG00000183486,41361999,41409393,1,chr21,42733765,42734082,-5,5,-200,41361799
MX2,ENSG00000183486,41361999,41409393,1,chr21,42735091,42739333,-5,5,-200,41361799
MX2,ENSG00000183486,41361999,41409393,1,chr21,42741907,42742672,-5,5,-200,41361799
MX2,ENSG00000183486,41361999,41409393,1,chr21,42744756,42745026,-5,5,-200,41361799
MX2,ENSG00000183486,41361999,41409393,1,chr21,42745720,42746154,-5,5,-200,41361799
MX2,ENSG00000183486,41361999,41409393,1,chr21,42748658,42749182,-5,5,-200,41361799
MX2,ENSG00000183486,41361999,41409393,1,chr21,42749611,42750008,-5,5,-200,41361799
MX2,ENSG00000183486,41361999,41409393,1,chr21,42751839,42752178,-5,5,-200,41361799
MX2,ENSG00000183486,41361999,41409393,1,chr21,42754232,42754591,-5,5,-200,41361799
MX2,ENSG00000183486,41361999,41409393,1,chr21,42761365,42762730,-5,5,-200,41361799
MX2,ENSG00000183486,41361999,41409393,1,chr21,42767409,42767812,-5,5,-200,41361799
MX2,ENSG00000183486,41361999,41409393,1,chr21,42769435,42769718,-5,5,-200,41361799
MX2,ENSG00000183486,41361999,41409393,1,chr21,42770719,42771793,-5,5,-200,41361799
MX2,ENSG00000183486,41361999,41409393,1,chr21,42772687,42774227,-5,5,-200,41361799
MX2,ENSG00000183486,41361999,41409393,1,chr21,42774456,42776900,-5,5,-200,41361799
MX2,ENSG00000183486,41361999,41409393,1,chr21,42778566,42779025,-5,5,-200,41361799
MX2,ENSG00000183486,41361999,41409393,1,chr21,42779813,42781417,-5,5,-200,41361799
MYEOV,ENSG00000172927,69294151,69367726,1,chr11,69061500,69062143,-5,5,-200,69293951
MYEOV,ENSG00000172927,69294151,69367726,1,chr11,69062595,69064854,-5,5,-200,69293951
MYEOV,ENSG00000172927,69294151,69367726,1,chr11,69066636,69066995,-5,5,-200,69293951
MYEOV,ENSG00000172927,69294151,69367726,1,chr11,69084194,69084492,-5,5,-200,69293951
MYEOV,ENSG00000172927,69294151,69367726,1,chr11,69152023,69152304,-5,5,-200,69293951
MYEOV,ENSG00000172927,69294151,69367726,1,chr11,69156173,69156550,-5,5,-200,69293951
MYEOV,ENSG00000172927,69294151,69367726,1,chr11,69181406,69182594,-5,5,-200,69293951
MYEOV,ENSG00000172927,69294151,69367726,1,chr11,69061500,69062143,-5,5,-200,69293951
MYEOV,ENSG00000172927,69294151,69367726,1,chr11,69062595,69064854,-5,5,-200,69293951
MYEOV,ENSG00000172927,69294151,69367726,1,chr11,69066636,69066995,-5,5,-200,69293951
MYEOV,ENSG00000172927,69294151,69367726,1,chr11,69084194,69084492,-5,5,-200,69293951
MYEOV,ENSG00000172927,69294151,69367726,1,chr11,69152023,69152304,-5,5,-200,69293951
MYEOV,ENSG00000172927,69294151,69367726,1,chr11,69156173,69156550,-5,5,-200,69293951
MYEOV,ENSG00000172927,69294151,69367726,1,chr11,69181406,69182594,-5,5,-200,69293951
NCOA6,ENSG00000198646,34689097,34825651,-1,chr20,33302483,33303269,5,-5,200,34689297
NCOA6,ENSG00000198646,34689097,34825651,-1,chr20,33314968,33315311,5,-5,200,34689297
NCOA6,ENSG00000198646,34689097,34825651,-1,chr20,33320268,33320872,5,-5,200,34689297
NCOA6,ENSG00000198646,34689097,34825651,-1,chr20,33324399,33324662,5,-5,200,34689297
NCOA6,ENSG00000198646,34689097,34825651,-1,chr20,33328072,33331245,5,-5,200,34689297
NCOA6,ENSG00000198646,34689097,34825651,-1,chr20,33334516,33334832,5,-5,200,34689297
NCOA6,ENSG00000198646,34689097,34825651,-1,chr20,33337111,33338422,5,-5,200,34689297
NCOA6,ENSG00000198646,34689097,34825651,-1,chr20,33342430,33342771,5,-5,200,34689297
NCOA6,ENSG00000198646,34689097,34825651,-1,chr20,33344928,33346007,5,-5,200,34689297
NCOA6,ENSG00000198646,34689097,34825651,-1,chr20,33346513,33346836,5,-5,200,34689297
NCOA6,ENSG00000198646,34689097,34825651,-1,chr20,33356172,33356489,5,-5,200,34689297
NCOA6,ENSG00000198646,34689097,34825651,-1,chr20,33364001,33364351,5,-5,200,34689297
NCOA6,ENSG00000198646,34689097,34825651,-1,chr20,33369829,33370307,5,-5,200,34689297
NCOA6,ENSG00000198646,34689097,34825651,-1,chr20,33380158,33380466,5,-5,200,34689297
NCOA6,ENSG00000198646,34689097,34825651,-1,chr20,33397161,33397425,5,-5,200,34689297
NCOA6,ENSG00000198646,34689097,34825651,-1,chr20,33407010,33409542,5,-5,200,34689297
NCOA6,ENSG00000198646,34689097,34825651,-1,chr20,33413180,33413552,5,-5,200,34689297
NFKB1,ENSG00000109320,102501331,102617302,1,chr4,103422381,103423424,-5,5,-200,102501131
NFKB1,ENSG00000109320,102501331,102617302,1,chr4,103424427,103424747,-5,5,-200,102501131
NFKB1,ENSG00000109320,102501331,102617302,1,chr4,103431932,103432206,-5,5,-200,102501131
NFKB1,ENSG00000109320,102501331,102617302,1,chr4,103446564,103446814,-5,5,-200,102501131
NFKB1,ENSG00000109320,102501331,102617302,1,chr4,103450888,103451171,-5,5,-200,102501131
NFKB1,ENSG00000109320,102501331,102617302,1,chr4,103454897,103455142,-5,5,-200,102501131
NFKB1,ENSG00000109320,102501331,102617302,1,chr4,103458639,103459213,-5,5,-200,102501131
NFKB1,ENSG00000109320,102501331,102617302,1,chr4,103478157,103478463,-5,5,-200,102501131
NFKB1,ENSG00000109320,102501331,102617302,1,chr4,103488039,103488392,-5,5,-200,102501131
NFKB1,ENSG00000109320,102501331,102617302,1,chr4,103497928,103498296,-5,5,-200,102501131
NFKB1,ENSG00000109320,102501331,102617302,1,chr4,103498916,103499232,-5,5,-200,102501131
NFKB1,ENSG00000109320,102501331,102617302,1,chr4,103499933,103500296,-5,5,-200,102501131
NFKB1,ENSG00000109320,102501331,102617302,1,chr4,103501587,103501896,-5,5,-200,102501131
NFKB1,ENSG00000109320,102501331,102617302,1,chr4,103503918,103504214,-5,5,-200,102501131
NFKB1,ENSG00000109320,102501331,102617302,1,chr4,103505734,103506077,-5,5,-200,102501131
NFKB1,ENSG00000109320,102501331,102617302,1,chr4,103514301,103514825,-5,5,-200,102501131
NFKB1,ENSG00000109320,102501331,102617302,1,chr4,103515944,103516238,-5,5,-200,102501131
NFKB1,ENSG00000109320,102501331,102617302,1,chr4,103517190,103517589,-5,5,-200,102501131
NFKB1,ENSG00000109320,102501331,102617302,1,chr4,103518572,103518918,-5,5,-200,102501131
NFKB1,ENSG00000109320,102501331,102617302,1,chr4,103521947,103522266,-5,5,-200,102501131
NFKB1,ENSG00000109320,102501331,102617302,1,chr4,103527548,103527954,-5,5,-200,102501131
